X,Y,OBJECTID,PNT,CTGY,Y_WGS_84,X_WGS_84,HGHT,RMRK,SRC,HGHT_SRC,STS
2056428.45961349,-4003586.02340107,1,100M4,3,-48774.49,-3742933.09,0,,19,18,4
2074007.9621598,-4014159.5896348,2,101O6,3,-34121.53,-3751619.21,86.152,,19,25,2
2083690.9615821,-4030540.88465181,3,102BA5,3,-26038.03,-3765133.6,0,,19,18,4
2074614.60306824,-4012709.43490286,4,102DC13,3,-33621.67,-3750417.87,0,DEMOLISHED SEE 282DC13,19,18,1
2076188.12937664,-4011769.59921244,5,103DC14,3,-32316.59,-3749635.84,132.381,,19,18,2
2077795.53772408,-4004976.53341709,6,103N6,3,-30998.9,-3744009.84,0,DEMOLISHED SEE 207N6,19,18,1
2073830.82706272,-4014731.12142529,7,103O6,3,-34267.02,-3752092.46,79.012,,19,18,2
2067351.66987488,-4012819.42926097,8,104DC12,3,-39657.36,-3750532.12,51.437,,19,25,2
2075045.65385566,-4013187.47100942,9,104DC13,3,-33262.05,-3750812.05,111.656,,19,18,2
2076294.73074625,-4012168.69959686,10,104DC14,3,-32226.87,-3749965.71,0,,19,18,4
2076493.09143816,-4021568.30406714,11,104DC19,3,-32035.78,-3757738.04,54.745,,2,18,2
2076298.22399171,-4007036.14786652,12,104N6,3,-32238.35,-3745718.74,154.734,,19,18,2
2073179.92974158,-4015553.42312078,13,104O5,3,-34805.38,-3752774.52,72.523,,19,18,2
2073729.79186101,-4015066.72041614,14,104O6,3,-34349.97,-3752370.33,76.078,,19,18,2
2097498.95037943,-4039135.49975342,15,105B7,3,-14569.45,-3772205.15,0,,19,18,4
2095167.41748166,-4039060.59527691,16,105BB7,3,-16502.77,-3772146.51,33.72,,19,4,4
2069692.2863906,-4014251.79897046,17,105DC12,3,-37707.44,-3751709.03,78.468,,19,1,2
2073926.38973104,-4013609.8672783,18,105DC13,3,-34190.95,-3751164.75,0,Demolished,19,18,1
2067397.5617677,-4019417.34572285,19,105DC17,3,-39596.47,-3755988.4,28.101,DEMOLISHED,19,,1
2073668.7706238,-4015268.10435932,20,105O6,3,-34400.07,-3752537.07,73.126,DEMOLISHED SEE 85DC13,19,18,1
2097587.54811408,-4038952.78091732,21,106B7(62),3,-14496.22,-3772054.23,,Demolished / See 78BB7,0,,1
2096738.14083591,-4037150.69584293,22,106BB7,3,-15202.92,-3770567.86,156.116,,19,18,2
2066566.78685934,-4013821.51206359,23,106DC12,3,-40306.14,-3751363.78,48.229,,19,18,2
2075019.72141768,-4013274.13055192,24,106DC13,3,-33283.35,-3750883.81,109.441,,19,18,1
2076438.61417153,-4012528.94240598,25,106DC14,3,-32106.28,-3750263.32,124.32,,19,18,2
2075489.60463254,-4007702.78648203,26,106N6,3,-32908.8,-3746272.76,194.134,,19,18,2
2073819.87814676,-4015213.08226269,27,106O6,3,-34274.68,-3752491.11,0,DEMOLISHED SEE 211O6,19,18,1
2097435.00667609,-4038900.48225843,28,107B7(62),3,-14622.77,-3772011.26,,Demolished / See 77BB7,0,,1
2066822.67101615,-4014518.07350239,29,107DC12,3,-40091.07,-3751939.03,38.166,,19,18,2
2074602.21474095,-4013295.78084599,30,107DC13,3,-33630.25,-3750902.94,112.274,,19,18,2
2075493.07938402,-4007727.59340964,31,107N6,3,-32905.84,-3746293.28,194.112,,19,18,2
2073925.73256459,-4014855.47845564,32,107O6,3,-34187.79,-3752195.03,81.318,,19,25,2
2074505.12267201,-4013281.09775476,33,108DC13,3,-33710.98,-3750891.08,0,DEMOLISHED SEE 283DC13,19,18,1
2076249.27321101,-4012621.35454833,34,108DC14,3,-32263.38,-3750340.3,0,,19,18,4
2076629.98161006,-4006542.12609577,35,108N6,3,-31963.87,-3745308.93,144.673,,19,18,2
2073972.85772314,-4014583.82878669,36,108O6,3,-34149.44,-3751970.21,81.766,,19,25,2
2093224.59882182,-4037341.3485959,37,109BB7,3,-18116.41,-3770730.38,23.27,,19,4,4
2067034.63427583,-4015076.3103717,38,109DC12,3,-39913,-3752400,0,DEMOLISHED SEE 220DC17,19,18,1
2075719.74431528,-4013044.07665426,39,109DC13,3,-32702.26,-3750691.49,130.447,Demolished / See 55SM35,19,18,1
2077885.80094662,-4013071.16914235,40,109DC14,3,-30902.08,-3750707.88,85.412,,19,18,2
2076136.39540542,-4007675.37368151,41,109N6,3,-32371.11,-3746248.23,166.324,,19,18,2
2074050.01738782,-4014322.49760463,42,109O6,3,-34086.1,-3751753.83,85.068,,19,25,2
2042491.56318936,-4033291.91808354,43,10A3,3,-60210.48,-3767561.47,0,DEMOLISHED,19,18,1
2058453.4781375,-4035367.24646033,44,10A4,3,-46960,-3769200,0,DEMOLISHED,19,18,1
2054239.88154199,-4039311.45625196,45,10AB10,3,-50437.55,-3772473.9,3.198,,19,18,2
2095858.43813997,-4044594.05102261,46,10B7,3,-15922.09,-3776711.46,2.178,Demolished,19,18,1
2067623.5437083,-4028920.38841663,47,10BA2,3,-39376.13,-3763841.12,0,GP L243/1983,12,18,4
2078802.17257099,-4034013.19966308,48,10BA4,3,-30085.55,-3768013.2,19,FILE A7 V6,19,18,2
2082630.28630968,-4029758.71448277,49,10BA5,3,-26920,-3764490,28.45,not surveyed,19,18,5
2074995.82723816,-4036834.89924882,50,10BA8,3,-33234.85,-3770353.41,27.021,MP EXT 105,19,14,2
2077148.19452926,-4038459.50021277,51,10BA9,3,-31445.36,-3771688.33,32.208,DEMOLISHED SEE 14BA9,19,18,1
2097641.88207471,-4036394.53075828,52,10BB7,3,-14454.4,-3769942.46,0,,19,18,4
2099825.83360554,-4037148.60622151,53,10BB8,3,-12642.29,-3770562.36,0,,19,18,4
2057256.73566855,-3973600.93047582,54,10CB10,3,-48210.59,-3718073.19,141.024,DEMOLISHED SEE 168CB10,19,18,1
2053446.23672137,-3991225.79342096,55,10CB24,3,-51309.92,-3732707.71,7.997,PREVIOUSLY 12CB25,0,,2
2052007.86073139,-3967512.29478218,56,10CB4,3,-52615.3,-3713041.09,0,,19,18,4
2054456.58249719,-3995720.67222043,57,10CD5,3,-50449.01,-3736427.75,31.097,,19,3,2
2068862.68737732,-4013434.78262537,58,10DC12,3,-38399.54,-3751035.99,89.678,Demolished,19,18,1
2077965.61968729,-4010154.63415726,59,10DC14,3,-30843.57,-3748294.78,87.542,DEMOLISHED,19,18,1
2069290.97798959,-4021952.64607946,60,10DC17,3,-38015.41,-3758077.82,39.144,,19,18,2
2083256.38617987,-4027443.92212138,61,10DC25,3,-26405.77,-3762576.29,33.572,,19,18,2
2062851.52850711,-4005187.30989052,62,10DC6,3,-43426.11,-3744232.85,16.951,,19,3,2
2065096.27538247,-4002642.13044568,63,10DC7,3,-41568.51,-3742117.46,39.855,,19,3,2
2045782.98101482,-4020966.70488381,64,10F10,3,-57541.76,-3757361.16,54.94,,19,,2
2046109.19581725,-4022149.05531414,65,10F11,3,-57264.94,-3758336.87,17.5,,19,14,2
2045460.87895578,-4023837.35634902,66,10F13,3,-57794.8,-3759735.54,28.623,,19,14,2
2045960.71920008,-4019862.90827106,67,10F8,3,-57399.67,-3756447.76,88.832,,19,,2
2045940.89619444,-4020725.36768993,68,10F9,3,-57411.82,-3757160.86,58.601,,19,,2
2047169.37321921,-4021862.52072373,69,10G10,3,-56385.97,-3758094.75,173.541,,19,14,2
2046537.5968457,-4022720.16396903,70,10G11,3,-56906.36,-3758806.78,98.199,,19,14,2
2046748.83667908,-4023222.40695957,71,10G12,3,-56728.47,-3759220.84,142.935,,19,14,2
2046591.37970566,-4018373.63453316,72,10G7,3,-56883.24,-3755213.29,28.215,,19,,2
2048570.46310655,-4021062.10104539,73,10H10,3,-55226.32,-3757426.26,,,19,21,3
2048952.14533571,-4016803.8243104,74,10H5,3,-54929.71,-3753903.67,46.996,,19,14,2
2050432.81546252,-4020954.53251122,75,10I10,3,-53680.17,-3757328.46,104.513,,19,14,2
2049454.47071843,-4016913.82437948,76,10I5,3,-54511.86,-3753992.23,52.477,,19,14,2
2050248.87047157,-4017298.90496305,77,10I6,3,-53850.08,-3754306.9,21.019,,19,14,2
2050415.72144364,-4018388.74461148,78,10I7,3,-53706.37,-3755207.28,16.392,,19,,2
2050121.64611734,-4019167.9360855,79,10I8,3,-53946.99,-3755852.91,22.099,,19,14,2
2049305.29735554,-4020772.55414117,80,10I9,3,-54617.43,-3757183.37,123.176,,19,,2
2051534.46124062,-4019030.32840355,81,10J7,3,-52774.11,-3755732.54,5.549,TMS F1P160,19,18,2
2051637.49822894,-4019859.21756899,82,10J8,3,-52684.72,-3756417.36,57.848,,19,,2
2051437.94328358,-4020663.6858191,83,10J9,3,-52846.76,-3757083.34,126.722,,19,,2
2053113.13395488,-4026022.92308324,84,10K15,3,-51431.46,-3761505.02,97.502,,19,14,2
2052125.83157381,-4027438.54095431,85,10K16,3,-52244.59,-3762679.15,118.029,,19,14,2
2052283.92033534,-4027947.23862709,86,10K17,3,-52111.06,-3763098.7,152.006,,19,14,2
2053332.37327367,-4034330.68925701,87,10K23,3,-51212.31,-3768366.22,32.664,,19,14,2
2051997.26069984,-4018218.44829665,88,10K7,3,-52393.4,-3755059.13,3.527,,19,14,2
2053350.01159078,-4019532.10373928,89,10K8,3,-51263.82,-3756139.13,24.409,,19,,2
2052283.66770123,-4020374.55147574,90,10K9,3,-52145.69,-3756840.43,106.532,,19,14,2
2054568.26379216,-4025149.56239062,91,10L14,3,-50227.35,-3760776.86,43.254,,19,,2
2054717.35564493,-4026535.43632841,92,10L15,3,-50097.52,-3761921.36,46.337,,19,14,2
2054781.59304755,-4027467.11228998,93,10L16,3,-50040.13,-3762690.85,82.566,,19,14,2
2053907.90906122,-4027783.87194521,94,10L17,3,-50763.9,-3762956.41,144.997,,19,14,2
2054314.08006155,-4033350.43161778,95,10L22,3,-50402.28,-3767552.41,32.687,,19,14,2
2053716.76607957,-4033918.7095051,96,10L23,3,-50895.28,-3768024.32,38.831,,19,14,2
2054358.38467857,-4034988.07020392,97,10L24,3,-50358.32,-3768904.43,23.111,,19,14,2
2053820.99381498,-4038366.75781467,98,10L28,3,-50789.07,-3771696.03,7.792,,19,14,2
2054627.8226789,-4040786.49303169,99,10L30,3,-50109.42,-3773689.52,,DEMOLISHED,19,,1
2053979.69169931,-4045163.14125424,100,10L35,3,-50627.36,-3777303.48,50.793,,19,14,2
2052994.18590863,-3992200.43528973,101,10L4,3,-51681.95,-3733517.46,4.409,,19,11,2
2053737.06563444,-4018341.34404658,102,10L7,3,-50947.62,-3755152.88,7.514,,19,14,2
2054057.01857321,-4019836.85765775,103,10L8,3,-50675.24,-3756387.93,34.054,,19,,2
2054315.04583931,-4020007.52076956,104,10L9,3,-50460.18,-3756527.88,45.054,,19,,2
2055185.13554875,-4021154.49943593,105,10M10,3,-49732.55,-3757472.25,0,DEMOLISHED,19,18,1
2055994.0528629,-4022299.41792304,106,10M11,3,-49055.87,-3758415.14,30.627,,19,,2
2055604.77218402,-4023250.85084943,107,10M12,3,-49375.03,-3759203.2,0,DEMOLISHED,19,18,1
2055960.10439303,-4024713.73412463,108,10M13,3,-49073.73,-3760410.65,18.142,,19,,2
2055954.85952201,-4025453.08267086,109,10M14,3,-49074.92,-3761021.64,26.435,,19,14,2
2056008.28638683,-4025917.73488323,110,10M15,3,-49028.58,-3761405.36,24.671,,19,14,2
2055338.04799878,-4026880.55388782,111,10M16,3,-49580.8,-3762203.8,41.082,,19,,2
2055305.87413488,-4028330.66294246,112,10M17,3,-49601.23,-3763401.99,83.235,,19,,2
2055430.65580455,-4030052.24697452,113,10M19,3,-49490.23,-3764823.59,52.077,,19,,2
2055936.46644846,-4031652.02975317,114,10M21,3,-49063.64,-3766142.74,0,DEMOLISHED SEE 35M21,19,18,1
2055919.07033431,-4032817.22565352,115,10M22,3,-49073.08,-3767105.09,16.794,,19,14,2
2055077.83158807,-4034047.04793869,116,10M23,3,-49765.65,-3768124.28,20.48,,19,14,2
2055618.94753228,-4034897.09333579,117,10M24,3,-49313.11,-3768823.8,12.147,,19,14,2
2056169.13727798,-4036918.34995239,118,10M26,3,-48848.11,-3770490.15,6.408,,19,14,2
2055811.15934025,-4038080.48467209,119,10M27,3,-49140,-3771451,0,DEMOLISHED,19,18,1
2055640.29597061,-4039289.15527071,120,10M29,3,-49276.48,-3772449.36,3.805,E873/85,13,14,2
2055745.64945395,-4041298.6928982,121,10M31,3,-49180.48,-3774107.32,1.912,,19,14,2
2055588.58633951,-4042510.42601605,122,10M32,3,-49305.46,-3775107.87,68.02,,19,,2
2055740.59791633,-4043680.03079816,123,10M33,3,-49174.42,-3776072.22,0,DEMOLISHED SEE 18M33,19,18,1
2055164.55028129,-4044143.08634814,124,10M34,3,-49649.86,-3776456.75,0,DEMOLISHED,19,18,1
2055903.33345649,-4017743.06570448,125,10M6,3,-49150.71,-3754648.7,1.704,,19,14,2
2054860.64226833,-4018217.23732536,126,10M7,3,-50014.83,-3755045.3,2.637,,19,14,2
2055948.78455886,-4019473.73625875,127,10M8,3,-49105.55,-3756079.46,0,DEMOLISHED,19,18,1
2055716.24788958,-4020587.59429313,128,10M9,3,-49293.91,-3757001.31,26.816,,19,,2
2056586.22118467,-4021599.85204889,129,10N10,3,-48567.1,-3757834.36,12.58,,19,14,2
2057255.99567675,-4022733.02328522,130,10N11,3,-48006.15,-3758768.17,18.102,,19,,2
2056803.16721221,-4023520.24651918,131,10N12,3,-48378.84,-3759420.72,22.35,,19,15,4
2056481.47831774,-4024743.67372866,132,10N13,3,-48640.75,-3760433.16,20.995,,19,14,2
2056736.97782778,-4025236.36904037,133,10N14,3,-48426.55,-3760839.22,14.909,,19,,2
2056758.55547304,-4026100.10716035,134,10N15,3,-48404.99,-3761552.85,23.057,,19,,2
2056332.82906908,-4027191.52062503,135,10N16,3,-48753.75,-3762456.44,32.9,,19,14,2
2056197.8057191,-4028559.9151736,136,10N17,3,-48859.99,-3763587.53,54.817,,19,,2
2057240.02527961,-4029138.41778882,137,10N18,3,-47992.59,-3764061,29.44,,19,14,2
2056522.34006167,-4030009.37167397,138,10N19,3,-48584.5,-3764783.48,0,DEMOLISHED SEE 24N19,19,18,1
2056531.66633628,-4031370.1661642,139,10N20,3,-48570.99,-3765907.4,26.072,,19,14,2
2056509.95704351,-4032214.64446884,140,10N21,3,-48585.42,-3766604.93,19.926,,19,14,2
2057359.0548533,-4032735.25144009,141,10N22,3,-47878.77,-3767031.27,15.872,,19,14,2
2057522.65984666,-4033991.25506274,142,10N23,3,-47737.8,-3768067.75,13.744,,19,14,2
2057402.12594554,-4034352.11389868,143,10N24,3,-47836.28,-3768366.22,11.522,,19,14,2
2056872.62703703,-4035971.02610292,144,10N25,3,-48268.68,-3769705.09,8.105,,19,14,2
2056933.47372386,-4036204.47346328,145,10N26,3,-48217.23,-3769897.56,7.861,,19,14,2
2056315.93559552,-4038030.1224658,146,10N27,3,-48721.63,-3771407.26,4.138,,19,14,2
2057266.84672528,-4038391.87301313,147,10N28,3,-47931.57,-3771701.82,4.937,,19,14,2
2056526.18829851,-4039118.01155835,148,10N29,3,-48542.66,-3772304.3,3.692,G.P.11581,16,14,2
2056482.18839963,-4040507.59531229,149,10N30,3,-48573.24,-3773451.32,2.095,F 86/9,19,14,2
2056506.78894552,-4041631.73067405,150,10N31,3,-48548.07,-3774378.87,1.598,F 86/9,19,14,2
2056403.08574525,-4042649.05767945,151,10N32,3,-48629.71,-3775218.75,2.145,,19,14,2
2056652.31220096,-4016149.97518394,152,10N4,3,-48535.25,-3753328.11,0,DEMOLISHED,19,18,1
2056955.48068396,-4004422.9655632,153,10N4A,3,-48332.63,-3743623.73,0,,19,18,4
2062230.12949331,-4007110.22556407,154,10N5,3,-43935.54,-3745826.83,8.905,,19,18,2
2056205.25669118,-4016962.50390957,155,10N5(CD),3,-48903.22,-3754001.95,1.974,,19,14,2
2057287.6529362,-4017390.81203374,156,10N6,3,-48002.2,-3754351.54,8.862,DEMOLISHED,19,,1
2057219.19486864,-4019018.22089686,157,10N7,3,-48052.26,-3755697.45,9.254,,19,14,2
2056588.85030423,-4020561.78950246,158,10N9,3,-48569.31,-3756976.24,3.39,,19,,2
2058091.37023611,-4021622.29075771,159,10O10,3,-47317.07,-3757846.59,10.764,,19,14,2
2058091.34048139,-4023138.9299075,160,10O12,3,-47310.84,-3759100.17,20.108,,19,,2
2057761.96054181,-4024123.34444764,161,10O13,3,-47580.25,-3759915.12,8.17,,19,,2
2057614.45416828,-4025373.06185329,162,10O14,3,-47697.52,-3760948.48,25.164,,19,,2
2057683.9935455,-4027584.81509279,163,10O16,3,-47630.6,-3762775.67,23.697,,19,14,2
2057926.73670049,-4032093.18962094,164,10O21,3,-47410.46,-3766498.66,16.534,,19,14,2
2058311.13075339,-4033013.69205367,165,10O22,3,-47087.75,-3767257.24,13.23,,19,14,2
2057876.44977288,-4033382.24977649,166,10O23,3,-47446.84,-3767563.39,13.341,,19,14,2
2058054.16301561,-4038011.62120595,167,10O27,3,-47280.28,-3771384.66,6.028,,19,13,2
2058626.30749654,-4038189.58229223,168,10O28,3,-46805.1,-3771529.19,7.665,G.P.7052/1993,13,,2
2058694.02564114,-4014546.65009915,169,10O3,3,-46845.46,-3751993.56,11.734,,19,14,2
2071290.36965193,-4013997.50637936,170,10O5,3,-36380.29,-3751493.52,0,DEMOLISHED,19,18,1
2076179.51115986,-4012780.70841834,171,10O6,3,-32320.91,-3750472.32,0,DEMOLISHED,19,18,1
2058554.38943375,-4019358.2874737,172,10O8,3,-46941.82,-3755973.06,0,DEMOLISHED,19,18,1
2060209.53726489,-4012763.2187058,173,10P1,3,-45593.22,-3750512.23,16.375,DEMOLISHED,19,14,1
2059981.85627784,-4021932.65141467,174,10P11,3,-45745.9,-3758095.43,0,DEMOLISHED,19,18,1
2059942.46541137,-4023757.28628857,175,10P12,3,-45771.33,-3759603.68,8.263,,19,18,2
2059570.30997175,-4024425.47839908,176,10P13,3,-46077.64,-3760157.39,13.871,SMALL SQ,19,,2
2059913.40152094,-4025062.37613303,177,10P14,3,-45790.25,-3760682.33,0,DEMOLISHED,19,18,1
2059895.5146835,-4026589.17205241,178,10P15,3,-45799,-3761944,0,DEMOLISHED,19,18,1
2059179.71088056,-4026703.7121108,179,10P16,3,-46392.71,-3762041.53,18.551,,19,14,2
2059400.29059026,-4028282.09245548,180,10P17,3,-46203.25,-3763344.67,21.577,,19,14,2
2059300.47867624,-4028962.79937379,181,10P18,3,-46283.34,-3763907.41,21.773,,19,14,2
2060023.30433126,-4029808.51595864,182,10P19,3,-45680.09,-3764603.1,19.657,,19,14,2
2059150.18144537,-4014254.13012068,183,10P2,3,-46467.6,-3751749.75,15.535,,19,14,2
2059637.41287444,-4031218.08187374,184,10P20,3,-45994.66,-3765768.91,15.6,,16,14,2
2072282.52937101,-4022277.30592699,185,10P5A,3,-35530.19,-3758336.54,52.007,,19,18,2
2075367.23434181,-4022567.98837041,186,10P6A,3,-32967.86,-3758567.55,55.868,,19,18,2
2069930.24603791,-4027324.58692701,187,10Q10,3,-37467,-3762515,0,DEMOLISHED,19,18,1
2061572.82370001,-4022133.10596656,188,10Q11,3,-44423.96,-3758254.84,7.275,,19,14,2
2060787.98159239,-4023378.56960574,189,10Q12,3,-45070.8,-3759287.32,0,DEMOLISHED,19,18,1
2061057.28583069,-4024745.24386662,190,10Q13,3,-44841.85,-3760415.72,11.311,,19,,2
2060925.11807047,-4025430.74706425,191,10Q14,3,-44948.89,-3760982.71,13.748,,19,14,2
2061137.71079081,-4026087.23977799,192,10Q15,3,-44769.84,-3761524.34,15.04,,19,14,2
2061172.89088193,-4026711.55433036,193,10Q16,3,-44738.2,-3762040.05,0,DEMOLISHED SEE 19Q16,19,18,1
2060747.98960804,-4028528.42817879,194,10Q17,3,-45083.75,-3763542.78,19.946,,19,14,2
2061252.2152277,-4028657.76231767,195,10Q18,3,-44664.77,-3763647.64,16.1,,19,14,2
2061302.1304336,-4030291.81166043,196,10Q19,3,-44616.98,-3764997.24,0,G.P.12202,13,,4
2060716.81093546,-4016054.15105503,197,10Q4,3,-45158.7,-3753232.21,13.23,,19,14,2
2061769.14690036,-4016333.39962728,198,10Q5,3,-44283.3,-3753459.03,15.915,,19,14,2
2061632.13199436,-4017340.97373868,199,10Q6,3,-44393.24,-3754292.77,14.159,,19,14,2
2062621.4582735,-4021090.78009114,200,10R10,3,-43557.13,-3757389.21,11.856,,19,14,2
2062462.19277613,-4022413.48689272,201,10R11,3,-43684.36,-3758483.16,11.167,,19,14,2
2061980.80776215,-4023205.24142874,202,10R12,3,-44081.05,-3759139.41,0,DEMOLISHED SEE 25R12,19,18,1
2062783.40179228,-4024290.58647119,203,10R13,3,-43410.53,-3760033.32,13.286,,19,14,2
2063029.52366731,-4024847.67469948,204,10R14,3,-43204.09,-3760492.76,0,DEMOLISHED,19,18,1
2062281.34730868,-4026241.87168395,205,10R15,3,-43819.9,-3761647.67,15.705,,19,14,2
2062423.20045144,-4026768.42107259,206,10R16,3,-43700.14,-3762082.19,17.073,,19,14,2
2062640.80917066,-4028048.63674593,207,10R17,3,-43514.65,-3763139.06,17.612,,19,14,2
2062695.16196618,-4028696.81900556,208,10R18,3,-43467.08,-3763674.33,17.973,,19,14,2
2061925.36727543,-4037178.51291795,209,10R27,3,-44073.29,-3770681.43,10.03,GP 12869,13,22,3
2062761.4809999,-4018373.32167882,210,10R7,3,-43451.13,-3755142.05,15.317,,19,14,2
2062331.7154674,-4019417.50564616,211,10R8,3,-43804.14,-3756007.02,13.716,,19,14,2
2062222.48520489,-4020156.60724474,212,10R9,3,-43892.04,-3756618.48,13.09,DEMOLISHED,19,14,1
2063473.67778284,-4021501.23556934,213,10S10,3,-42847.85,-3757725.28,15.525,,19,14,2
2064517.22622361,-4022537.11972262,214,10S11,3,-41977.45,-3758577.64,17.784,,19,14,2
2064234.26227515,-4022921.63005756,215,10S12,3,-42211,-3758896.49,0,DEMOLISHED,19,18,1
2063793.08108435,-4024196.3391138,216,10S13,3,-42572.6,-3759951.63,0,DEMOLISHED,19,18,1
2063708.93064386,-4024859.52750165,217,10S14,3,-42640,-3760500,14.331,demolished,0,14,1
2063498.97774559,-4026619.95117514,218,10S15,3,-42807.73,-3761955.44,18.149,,19,14,2
2063679.82586266,-4018103.45334608,219,10S6,3,-42689.29,-3754915.45,19.326,,19,14,2
2064329.04242293,-4019239.76742706,220,10S8,3,-42145.82,-3755852.56,0,DEMOLISHED SEE 14S8,19,18,1
2064182.74901616,-4020761.3006001,221,10S9,3,-42261.73,-3757110.98,0,DEMOLISHED,19,18,1
2064583.39732299,-4021643.17532143,222,10T10,3,-41925.77,-3757838.49,16.84,Replaces 9T10,17,10,8
2065082.80058912,-4022283.94256328,223,10T11,3,-41508.73,-3758366.31,19.165,,19,14,2
2064711.52452297,-4023494.69975428,224,10T12,3,-41812.62,-3759368.37,15.697,,19,14,2
2065489.0731661,-4024205.42680371,225,10T13,3,-41164.47,-3759952.92,18.523,,19,14,2
2065894.2039672,-4025067.92217756,226,10T14,3,-40825.04,-3760664.22,0,DEMOLISHED,19,18,1
2065135.81770349,-4026304.85952766,227,10T15,3,-41450.17,-3761689.05,16.368,GP 5473/1991,13,14,2
2065419.06470292,-4026843.76013569,228,10T16,3,-41213.11,-3762133.29,17.289,TP GP 8018,16,14,2
2065377.35989109,-4028132.41972615,229,10T17,3,-41243.09,-3763198.11,0,G.P.12811,13,18,4
2065884.40766751,-4028766.36793084,230,10T18,3,-40820,-3763720,0,not surveyed,19,18,7
2065433.37762907,-4038451.95774743,231,10T28,3,-41159.48,-3771719.46,24.732,,19,14,2
2065117.71674588,-4018041.73220837,232,10T6,3,-41495.07,-3754859.12,0,DEMOLISHED,19,18,1
2065170.2733861,-4018740.16917138,233,10T7,3,-41448.89,-3755436.42,0,DEMOLISHED,19,18,1
2066293.77180159,-4022962.05212107,234,10U12,3,-40500.76,-3758922.44,,DEMOLISHED,19,,1
2067077.39417953,-4023917.1808909,235,10U13,3,-39846.77,-3759709.07,31.962,,19,14,2
2067101.43697165,-4025022.39103906,236,10U14,3,-39822.97,-3760622.33,26.867,,19,14,2
2067409.32199871,-4025789.52966715,237,10U15,3,-39564.72,-3761255.17,27.396,,19,18,2
2066119.63515765,-4027559.18010084,238,10U16,3,-40629.06,-3762721.86,21.886,,19,14,2
2066347.07362362,-4038479.71762504,239,10U28,3,-40401.73,-3771739.1,0,MP EXT 129,16,18,4
2066460.26070165,-4018589.25030512,240,10U7,3,-40377.9,-3755307.02,0,DEMOLISHED SEE 45DC17,19,18,1
2067922.78866239,-4022588.36627441,241,10V11,3,-39149.4,-3758607.9,33.366,KLKSFTN NO3,16,14,2
2068068.56313796,-4023350.82855346,242,10V12,3,-39025.76,-3759237.58,32.043,G.P.10671,16,14,2
2068018.85587437,-4026510.29141616,243,10V15,3,-39056.27,-3761848.62,0,,19,18,4
2067563.31029273,-4038113.67223666,244,10V28,3,-39394.47,-3771432.7,0,E1431/88,16,,4
2068257.63965723,-4019008.10846139,245,10V7,3,-38883.48,-3755647.1,0,DEMOLISHED SEE 31DC17,19,18,1
2069580.69458467,-4034912.29241894,246,10W24,3,-37732.13,-3768783.01,28.491,,19,14,2
2069956.95657088,-4037074.81307791,247,10W26,3,-37412.96,-3770567.09,18.888,,19,14,2
2069243.30368181,-4038330.93289047,248,10W28,3,-38000.63,-3771606.32,0,GP 2263/1993,13,,4
2069995.09752362,-4020080.06909273,249,10W9,3,-37436.81,-3756527.54,43.411,DEMOLISHED,19,18,1
2070731.99378049,-4031871.35355083,250,10X21,3,-36786.93,-3766268.16,0,M.P.EXT.143,16,,4
2070516.82390591,-4032836.22526261,251,10X22,3,-36962.34,-3767065.68,32.63,MP EXT 42,19,15,4
2071112.27807957,-4033837.12705099,252,10X23,3,-36465.15,-3767890.27,30.364,MP EXT 37,19,15,4
2071563.92559967,-4035193.3655181,253,10X24,3,-36086.21,-3769008.65,25.705,,19,14,2
2070278.81185738,-4036095.56982397,254,10X25,3,-37149.22,-3769757.64,23.256,,19,14,2
2070541.24938484,-4037520.05330189,255,10X27,3,-36926.96,-3770932.72,17.762,,19,14,2
2072459.99975585,-4033214.88862047,256,10Y22,3,-35349.07,-3767372.21,30.686,MP EXT 55,19,15,4
2071798.43152159,-4034341.61276098,257,10Y24,3,-35894.37,-3768304.65,26.182,,19,14,2
2071702.68591326,-4035589.50445088,258,10Y25,3,-35969.87,-3769335.27,26.288,,19,14,2
2071787.36162245,-4037093.34939284,259,10Y26,3,-35894.92,-3770576.5,17.452,,19,14,2
2071822.5969532,-4037392.82336363,260,10Y27,3,-35864.76,-3770823.6,23.041,,19,14,2
2072073.39848773,-4038407.36179081,261,10Y28,3,-35653.61,-3771660.25,12.368,,19,14,2
2073582.89230757,-4032594.59709741,262,10Z22,3,-34419.39,-3766856.54,0,G.P.12884,13,,4
2072958.91745693,-4033746.07490015,263,10Z23,3,-34933.55,-3767809.3,29.556,MP EXT 77,19,14,2
2073528.14495135,-4035119.36373818,264,10Z24,3,-34457.21,-3768941.47,35.401,MP EXT 94,19,14,2
2073541.53190014,-4035470.2509276,265,10Z25,3,-34445.05,-3769231.13,28.33,MP EXT 124,19,14,2
2073816.50466179,-4036242.56456404,266,10Z26,3,-34214.67,-3769867.91,26.11,MP EXT 93,19,14,2
2097745.75784952,-4039006.01935376,267,110B7(62),3,-14364.97,-3772097.97,,Demolished / See 79BB7,0,,1
2093899.80003653,-4037825.21252429,268,110BB7,3,-17555.73,-3771128.73,24.04,,19,4,3
2067034.63427583,-4015076.3103717,269,110DC12,3,-39913,-3752400,0,DEMOLISHED SEE 221DC17,19,18,1
2076006.94842787,-4013248.77598372,270,110DC13,3,-32463,-3750860,0,DEMOLISHED SEE 132DC14,19,18,1
