google_address,google_place_id,google_latitude,google_longitude,google_rating,google_primary_type,google_open_now,google_monday_hours,google_tuesday_hours,google_wednesday_hours,google_thursday_hours,google_friday_hours,google_saturday_hours,google_sunday_hours,x,y,feature_x,feature_y,nearest_x,nearest_y
"111 Long St, Gardens, Cape Town, 8001, South Africa",ChIJMVd5vPBX16URrkok3dkeqGI,-33.92286,18.419,5,store,1,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,2050383.15,-4018423.3,18.419,-33.92286,18.4188626009693,-33.9227095379764
"86 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJBeT2jXtnzB0RvDezZfzuNvA,-33.9222205,18.4191526,4.7,store,1,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,9:00 AM – 4:00 PM,2050377.09159756,-4018358.20214128,18.4191526,-33.9222205,18.4190661823824,-33.9223404910543
"107 Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJFWlJfhpnzB0R-HIpZbnYoQc,-33.9227341,18.4189555,4.2,home_goods_store,1,10:00 AM – 6:30 PM,10:00 AM – 6:30 PM,10:00 AM – 6:30 PM,10:00 AM – 6:30 PM,10:00 AM – 6:30 PM,10:00 AM – 6:30 PM,10:00 AM – 6:30 PM,2050383.15,-4018423.3,18.4189555,-33.9227341,18.4189010269982,-33.9226744480647
"97 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJCYz2j2NnzB0RkEFKEF9XDP8,-33.920145,18.4202944,2.9,bank,1,9:00 AM – 4:00 PM,9:00 AM – 4:00 PM,9:00 AM – 4:00 PM,9:00 AM – 4:00 PM,8:30 AM – 4:00 PM,8:30 AM – 12:00 PM,Closed,2050526.35,-4018050.55,18.4202944,-33.920145,18.4203787045558,-33.9200334793038
"84 Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJdy4Vtn5nzB0RsaY1NjYJqW8,-33.9221946,18.4191939,4.3,restaurant,0,11:30 AM – 9:00 PM,11:30 AM – 9:00 PM,11:30 AM – 9:00 PM,Closed,11:30 AM – 9:00 PM,11:30 AM – 9:00 PM,Closed,2050438.36570471,-4018362.47535666,18.4191939,-33.9221946,18.4192984013155,-33.9223101886765
"91 Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJRVi21mBnzB0R9DniQSfxh6E,-33.922442,18.4195598,4.2,shopping_mall,1,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,2050450.55,-4018421.85,18.4195598,-33.922442,18.419440088643,-33.922609295265
"89 Long St, Cape Town City Centre, Cape Town, 8001 Cape Town Capetown, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJ35q4DABZzB0R_3cUwOqC83Y,-33.9222102,18.4196352,,restaurant,1,10:00 AM – 8:00 PM,10:00 AM – 8:00 PM,10:00 AM – 8:00 PM,10:00 AM – 8:00 PM,10:00 AM – 8:00 PM,11:00 AM – 8:00 PM,Closed,2050438.36570471,-4018362.47535666,18.4196352,-33.9222102,18.4195334656741,-33.9220976718847
"183 Long St, Cape Town City Centre, Cape Town, 8005, South Africa",ChIJOwRBzLhdzB0RutnLt0K0JWM,-33.9229838,18.4181698,4.9,nail_salon,1,10:00 AM – 7:00 PM,10:00 AM – 7:00 PM,10:00 AM – 7:00 PM,10:00 AM – 7:00 PM,10:00 AM – 7:00 PM,10:00 AM – 7:00 PM,Closed,2050320.87797915,-4018490.37277154,18.4181698,-33.9229838,18.4183387285248,-33.9231767958049
"40 Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJxQYul2LqeB4RYt845XSGURk,-33.921158,18.420292,4.8,museum,1,9:00 AM – 4:00 PM,9:00 AM – 4:00 PM,9:00 AM – 4:00 PM,9:00 AM – 4:00 PM,9:00 AM – 4:00 PM,Closed,Closed,2050553.45,-4018236.35,18.420292,-33.921158,18.4204158730342,-33.9212944639292
"79 Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJu4nkHmRnzB0R__gdI44_kbI,-33.9219312,18.4198418,4.1,liquor_store,1,9:00 AM – 8:00 PM,9:00 AM – 8:00 PM,9:00 AM – 8:00 PM,9:00 AM – 8:00 PM,9:00 AM – 8:00 PM,9:00 AM – 8:00 PM,11:00 AM – 6:00 PM,2050494.05,-4018301.5,18.4198418,-33.9219312,18.4197850010638,-33.9218689460157
"81 Long St, Cape Town City Centre, Cape Town, 7008, South Africa",ChIJa1_5FtBnzB0R_3sqJjT62d0,-33.9220286,18.419862,4.7,gift_shop,1,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,2050500.27676022,-4018366.79648509,18.419862,-33.9220286,18.4197897374342,-33.9221302379092
"61 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJxQYul2LqeB4ROCXtdZQuP7U,-33.92175,18.42019,4.6,home_improvement_store,1,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:30 AM – 1:00 PM,Closed,2050494.05,-4018301.5,18.42019,-33.92175,18.4200652426545,-33.921613260787
"The Decks, 67 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJl5f5DxdnzB0RlTqRVF9QEcc,-33.9217129,18.4201566,4.4,liquor_store,1,9:00 AM – 8:00 PM,9:00 AM – 8:00 PM,9:00 AM – 8:00 PM,9:00 AM – 8:00 PM,9:00 AM – 8:00 PM,9:00 AM – 8:00 PM,11:00 AM – 3:00 PM,2050494.05,-4018301.5,18.4201566,-33.9217129,18.4200654877322,-33.9216130371844
"36 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJb-4Fy0xnzB0R_PVpch2bus0,-33.92079,18.420663,4.4,fast_food_restaurant,1,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,2050546.5,-4018172.65,18.420663,-33.92079,18.4205526666971,-33.9209371860305
"62 Long St, center, Cape Town, 8001, South Africa",ChIJzStdbJhnzB0RhCn0sKpOiXQ,-33.9217681,18.4197318,4.5,art_gallery,1,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,2050494.05,-4018301.5,18.4197318,-33.9217681,18.4198061796717,-33.9218496231979
"59 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJoys25qFnzB0RwygtMWe6EHQ,-33.9215241,18.4202937,4.2,dentist,1,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM,9:00 AM – 4:00 PM,Closed,2050560.85,-4018299.45,18.4202937,-33.9215241,18.4202593045008,-33.921571443733
"59a Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJebnAkaVnzB0RvTvGRg0Ypq8,-33.9214448,18.4203517,4.8,barber_shop,1,9:00 AM – 9:00 PM,9:00 AM – 9:00 PM,9:00 AM – 9:00 PM,9:00 AM – 9:00 PM,9:00 AM – 9:00 PM,9:00 AM – 9:00 PM,9:00 AM – 4:00 PM,2050553.45,-4018236.35,18.4203517,-33.9214448,18.4203058728947,-33.921394314865
"59B Long St, Central, Cape Town, 8001, South Africa",ChIJt8KTH2RnzB0Rh8ealtyWU5g,-33.9215208,18.4203131,4.4,coffee_shop,1,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,Closed,Closed,2050560.85,-4018299.45,18.4203131,-33.9215208,18.4202704331898,-33.9215795287906
"59B Long St, Central, Cape Town, 8001, South Africa",ChIJt8KTH2RnzB0Rh8ealtyWU5g,-33.9215208,18.4203131,4.4,coffee_shop,1,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,Closed,Closed,2050560.85,-4018299.45,18.4203131,-33.9215208,18.4202704331898,-33.9215795287906
"Caldis House, 57A Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJ4egUHmRnzB0RqtA3GqE6zhs,-33.921447,18.42055,4.2,electronics_store,1,8:30 AM – 5:30 PM,8:30 AM – 5:30 PM,8:30 AM – 5:30 PM,8:30 AM – 5:30 PM,8:30 AM – 5:30 PM,8:30 AM – 1:00 PM,Closed,2050553.45,-4018236.35,18.42055,-33.921447,18.4204134961974,-33.9212966214663
"36 Long St, Cape Town City Centre, Cape Town, 800, South Africa",ChIJBczMmUZnzB0RosiAySX57b8,-33.9207715,18.4207219,2.4,corporate_office,1,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,Closed,Closed,2050607.95,-4018176.65,18.4207219,-33.9207715,18.4208439103184,-33.9209055222701
"108 Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJXZVLtjJnzB0R6tN_EU7izBY,-33.92289,18.41846,3.9,barber_shop,1,8:30 AM – 10:00 PM,8:30 AM – 10:00 PM,8:30 AM – 10:00 PM,8:30 AM – 10:00 PM,8:30 AM – 10:00 PM,8:30 AM – 10:00 PM,8:30 AM – 10:00 PM,2050316.85,-4018424,18.41846,-33.92289,18.4185084074948,-33.9228258650476
"102 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJaeocy2VnzB0R47-Kv87RY5k,-33.922745,18.4186002,3.3,bed_and_breakfast,1,1:00 AM – 12:00 AM,1:00 AM – 12:00 AM,1:00 AM – 12:00 AM,1:00 AM – 12:00 AM,1:00 AM – 12:00 AM,1:00 AM – 12:00 AM,1:00 AM – 12:00 AM,2050316.85,-4018424,18.4186002,-33.922745,18.4185280022039,-33.9228406546551
"47 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJT_hep2ZnzB0RHPhRhftOCrA,-33.921265,18.420638,,guest_house,,,,,,,,,2050553.45,-4018236.35,18.420638,-33.921265,18.4205523175677,-33.9211706085011
"47 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJr3x-w-9nzB0R-8Y4hDxt7sA,-33.92266,18.42068,,cell_phone_store,1,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,"8:00 AM – 12:45 PM, 2:00 – 5:00 PM",9:00 AM – 4:00 PM,Closed,2050574.32593444,-4018431.80665989,18.42068,-33.92266,18.4206242274199,-33.9227352492235
"34 Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJ___7pGZnzB0RUiMhouANu0k,-33.9207391,18.4207197,4.2,point_of_interest,1,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,Closed,2050607.95,-4018176.65,18.4207197,-33.9207391,18.420858836172,-33.9208919341691
"47 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJ6WvI8RFnzB0RbPpHCBs6kMM,-33.921244,18.420606,4.6,,1,9:00 AM – 5:30 PM,9:00 AM – 5:30 PM,9:00 AM – 5:30 PM,9:00 AM – 5:30 PM,"9:00 AM – 1:00 PM, 2:00 – 5:30 PM",9:00 AM – 3:30 PM,9:30 AM – 1:00 AM,2050553.45,-4018236.35,18.420606,-33.921244,18.4205452245308,-33.9211770470963
"196 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJPwe7bGRnzB0RX62Ceoo77R0,-33.922807,18.420875,2.5,finance,1,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 1:00 PM,Closed,2050574.32593444,-4018431.80665989,18.420875,-33.922807,18.4208204097642,-33.9228806539864
"22 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJeY6LJABnzB0RkAjfK32tTU8,-33.9201053,18.4214891,3,grocery_store,1,7:00 AM – 11:00 PM,7:00 AM – 11:00 PM,7:00 AM – 11:11 PM,7:00 AM – 11:00 PM,7:00 AM – 11:00 PM,7:00 AM – 11:00 PM,8:25 AM – 11:00 PM,2050679.12769763,-4018098.62068697,18.4214891,-33.9201053,18.4215950455278,-33.9202222947424
"55 Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJP_ZVp2ZnzB0RRQAAXrgis80,-33.921281,18.420581,4.4,,1,7:30 AM – 5:00 PM,7:30 AM – 5:00 PM,7:30 AM – 5:00 PM,Closed,7:30 AM – 5:00 PM,Closed,Closed,2050553.45,-4018236.35,18.420581,-33.921281,18.4205131045996,-33.9212062034701
"35 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJAWQHpmZnzB0RDjhf-0yTngI,-33.9209941,18.4210406,4.1,restaurant,0,12:00 – 11:00 PM,12:00 – 11:00 PM,12:00 – 11:00 PM,12:00 – 11:00 PM,12:00 PM – 12:00 AM,12:00 PM – 12:00 AM,4:00 – 9:00 PM,2050607.95,-4018176.65,18.4210406,-33.9209941,18.4209073684033,-33.9208477517134
"Shop 1, 14 Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJ0UFxmmdnzB0Rox-c-nLTtXQ,-33.919612,18.42201,4.8,pharmacy,1,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:30 AM – 1:00 PM,Closed,2050744.6,-4018026.5,18.42201,-33.919612,18.4221249920469,-33.9197376463847
"Shop 6A, 31A Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJsckAmWZnzB0RxffYtC1j21I,-33.9203009,18.421809,4.7,grocery_store,1,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,2050713.8,-4018115.1,18.421809,-33.9203009,18.4218747405733,-33.9203739043806
"31 Long St, CBD, Cape Town, 8001, South Africa",ChIJK3QyqWZnzB0RVqB12giXDKM,-33.9208799,18.4211675,5,cell_phone_store,1,8:00 AM – 6:30 PM,8:00 AM – 6:30 PM,8:00 AM – 6:30 PM,8:00 AM – 6:30 PM,8:00 AM – 6:30 PM,8:00 AM – 5:30 PM,9:00 AM – 5:00 PM,2050607.95,-4018176.65,18.4211675,-33.9208799,18.4210336081201,-33.9207328264251
"Shop 31B, Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJ13NwpWZnzB0R3hLyBRZjjJY,-33.920773,18.4211737,4.1,electronics_store,1,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,Closed,9:00 AM – 5:00 PM,9:00 AM – 2:00 PM,Closed,2050669.73297344,-4018181.21403251,18.4211737,-33.920773,18.4212401423255,-33.9206850711435
"14 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJl4_bNWFnzB0RN7doMwXMlqY,-33.9196122,18.4220095,3.6,,,,,,,,,,2050744.6,-4018026.5,18.4220095,-33.9196122,18.4221246203439,-33.9197379865687
"19 Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJO7PfGTNnzB0RhOlfw72yE34,-33.920402,18.421597,2.5,food,1,9:00 AM – 10:00 PM,9:00 AM – 9:30 PM,9:00 AM – 9:30 PM,9:00 AM – 10:30 PM,9:00 AM – 9:30 PM,9:00 AM – 8:00 PM,9:00 AM – 8:30 PM,2050679.12769763,-4018098.62068697,18.421597,-33.920402,18.4215067070968,-33.9203022903174
"14 Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJiYlchqtnzB0ROn7AxzHFQhg,-33.9196178,18.4220033,5,art_gallery,1,10:00 AM – 5:00 PM,10:00 AM – 5:00 PM,10:00 AM – 5:00 PM,10:00 AM – 5:00 PM,10:00 AM – 5:00 PM,10:00 AM – 2:00 PM,Closed,2050744.6,-4018026.5,18.4220033,-33.9196178,18.4221184573303,-33.9197436269821
"19 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJGxX0smZnzB0R-tmDyWWZNeI,-33.9204416,18.421517,,point_of_interest,,,,,,,,,2050679.12769763,-4018098.62068697,18.421517,-33.9204416,18.4214430489384,-33.9203599364736
"62 Strand street, inside Matador Center/next to Pick n Pay Liquor Another Entrance is, 17 Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJXcl24z1DzB0RZH1BPJEOmbk,-33.9203301,18.4216647,4.5,clothing_store,1,8:00 AM – 6:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,2050679.12769763,-4018098.62068697,18.4216647,-33.9203301,18.4215796779998,-33.9202362109306
"Matador Centre Cnr 62 Strand St &, 17 Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJy4-3rVlQzB0RFrpbrWW88IQ,-33.920438,18.4216117,4.6,,1,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,Closed,Closed,2050713.8,-4018115.1,18.4216117,-33.920438,18.4216976141802,-33.9205334070096
"129 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJxQYul2LqeB4Rv2Ct7xzDFyU,-33.9233079,18.4183327,4.4,pharmacy,1,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,Closed,9:00 AM – 5:00 PM,Closed,Closed,2050320.87797915,-4018490.37277154,18.4183327,-33.9233079,18.4182703402344,-33.9232366558263
"Cnr Waterkant &, Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJlbcfJWRnzB0RNqh8ojItb_Y,-33.9201094,18.4219351,4,restaurant,1,10:00 AM – 9:00 PM,10:00 AM – 9:00 PM,10:00 AM – 10:00 PM,11:00 AM – 9:00 PM,10:00 AM – 10:00 PM,10:00 AM – 10:00 PM,10:00 AM – 9:00 PM,2050727.61200328,-4018072.79021945,18.4219351,-33.9201094,18.4219808916932,-33.9200430744592
"Shop Number 5, 9 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJUTIaQYNnzB0R6GjsV0g9DYk,-33.9196757,18.4223943,5,discount_store,1,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 2:00 PM,Closed,2050744.6,-4018026.5,18.4223943,-33.9196757,18.4223023983808,-33.9195752834363
"Matador Centre, 19 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJkWo9JABnzB0R3GFiXxPO9ao,-33.920402,18.421597,5,coffee_shop,1,6:00 AM – 4:45 PM,6:00 AM – 4:45 PM,6:00 AM – 4:45 PM,6:00 AM – 4:45 PM,6:00 AM – 4:45 PM,7:00 AM – 1:00 PM,Closed,2050679.12769763,-4018098.62068697,18.421597,-33.920402,18.4215067070968,-33.9203022903174
"Strand St Shop 0125 & 0130, Picbel Parkade Mall, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJAdTBRgtnlR4RN-jmWZlZIAk,-33.9211263,18.4222006,3.4,cell_phone_store,1,9:00 AM – 6:00 PM,9:00 AM – 6:00 PM,9:00 AM – 6:00 PM,9:00 AM – 6:00 PM,9:00 AM – 6:00 PM,Closed,Closed,2050730.26293896,-4018214.15742974,18.4222006,-33.9211263,18.422139709344,-33.9212034423656
"58 Strand St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJAQAAAGVnzB0R_iKR_RUbY8E,-33.9208064,18.4219978,3.9,grocery_store,1,6:45 AM – 8:00 PM,6:45 AM – 8:00 PM,6:45 AM – 8:00 PM,9:00 AM – 6:00 PM,6:45 AM – 8:00 PM,8:00 AM – 7:00 PM,9:00 AM – 6:00 PM,2050730.26293896,-4018214.15742974,18.4219978,-33.9208064,18.4218591824615,-33.9209820145446
"Shop 23, The Felix (formerly the Parkade Mall), 58 Strand St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJ18OzXP1nzB0R5UGJptp0414,-33.920699,18.421795,5,health,1,8:30 AM – 5:30 PM,8:30 AM – 5:30 PM,8:30 AM – 5:30 PM,Closed,8:30 AM – 5:30 PM,9:00 AM – 1:00 PM,Closed,2050730.26293896,-4018214.15742974,18.421795,-33.920699,18.4216824704116,-33.920849402622
"Lower Ground Floor, Picbel Parkade, 58 Strand St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJpzf4p2ZnzB0R3WFh0QPGQZM,-33.921217,18.4208685,4.4,,1,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,9:00 AM – 12:00 AM,8:30 AM – 5:00 PM,Closed,Closed,2050617.44820567,-4018236.74319117,18.4208685,-33.921217,18.4208891635789,-33.9211894355308
"58 Strand St, Cape Town City Centre, Cape Town, 7700, South Africa",ChIJ7W7mP_ZnzB0RVwujZO7qtvQ,-33.9206032,18.4220272,3.7,hair_salon,1,9:00 AM – 4:30 PM,9:00 AM – 4:30 PM,9:00 AM – 4:30 PM,9:00 AM – 4:30 PM,9:00 AM – 4:30 PM,9:00 AM – 4:30 PM,Closed,2050713.8,-4018115.1,18.4220272,-33.9206032,18.4218449092296,-33.9204007675582
"9 picbel parkade, 58 Strand St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJPRiBaUhnzB0Ro5xxA2NVgmg,-33.920699,18.421795,4.2,wholesaler,1,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 2:00 PM,Closed,2050730.26293896,-4018214.15742974,18.421795,-33.920699,18.4216824704116,-33.920849402622
"The felix, 9 Waterkant St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJmyDVdgBnzB0RdnJfMTYRTH4,-33.9206563,18.4222581,5,cell_phone_store,1,8:30 AM – 7:00 PM,8:30 AM – 7:00 PM,8:30 AM – 7:00 PM,8:30 AM – 7:00 PM,8:30 AM – 7:00 PM,8:30 AM – 4:00 PM,10:00 AM – 2:00 PM,2050759.90182517,-4018104.39724865,18.4222581,-33.9206563,18.4224506429435,-33.9204262687524
